Sl.No,State,Zone,District,Sub District,P/M/C,Name of Local Body,Name Of Ward,
17772,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Alakkode,Thimiri Ward,
17773,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Alakkode,Cherupara Ward,
17774,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Alakkode,Koodapram Ward,
17775,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Perumpadavu Ward,
17776,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Eruvatty Ward,
17777,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Karinkayam Ward,
17778,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Thadikkadavu Ward,
17779,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Manatty Ward,
17780,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Kuttikkari Ward,
17781,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Karunapuram Ward,
17782,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Mangara Ward,
17783,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Ammamkulam Ward,
17784,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Chapparapadavu Ward,
17785,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Padappengad Ward,
17786,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Santhigiri Ward,
17787,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Kooveri Ward,
17788,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Ramapuram Ward,
17789,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Therandi Ward,
17790,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Kottakkanam Ward,
17791,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Edakkome Ward,
17792,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chapparappadavu,Vimalasseri Ward,
17793,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Kulathur Ward,
17794,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Kannadippara Ward,
17795,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Payattyal Ward,
17796,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Chalvayal Ward,
17797,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Mammalathkari Ward,
17798,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Chuzhali Ward,
17799,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Niduvaloor Ward,
17800,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Kundamkai Ward,
17801,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Chengalayi Ward,
17802,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Parippayi Ward,
17803,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Chengalayi South Ward,
17804,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Perinkonnu Ward,
17805,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Koyyam Ward,
17806,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Perinthileri Ward,
17807,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Therlayi Ward,
17808,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Manakkad Ward,
17809,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Thatteri Ward,
17810,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Chengalai,Mundathadam Ward,
17811,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Kudiyanmala Ward,
17812,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Areekamala Ward,
17813,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Cheriya Areekamala Ward,
17814,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Nellikutty Ward,
17815,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Vembuva Ward,
17816,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Pooparamba Ward,
17817,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Muyipra Ward,
17818,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Eruvessy Ward,
17819,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Chemperi Ward,
17820,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Edamana Ward,
17821,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Chelimparamba Ward,
17822,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Tharacheetha Ward,
17823,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Rathnagiri Ward,
17824,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Eruvessi,Kokkamullu Ward,
17825,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Modakkai Ward,
17826,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Peruvalathuparamba Ward,
17827,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Payasayi Ward,
17828,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Siddique Nagar Ward,
17829,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Kunnummal Ward,
17830,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Patteel Ward,
17831,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Pattuvam Ward,
17832,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Niduvallur Ward,
17833,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Irikkur Town Ward,
17834,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Nilamuttam Ward,
17835,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Kulinha Ward,
17836,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Kuttavu Ward,
17837,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Irikkoor,Chedichery Ward,
17838,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Pamburuthi Ward,
17839,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Kambil Ward,
17840,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Panniyankandi Ward,
17841,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Naniyur Ward,
17842,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Kolachery Ward,
17843,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Perumachery Ward,
17844,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Kodipoyil Ward,
17845,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Palliparamba Ward,
17846,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Kayachira Ward,
17847,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Cheleri Ward,
17848,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Noonheri Ward,
17849,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Karayappu Ward,
17850,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Cheleri Central Ward,
17851,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Valavil Cheleri Ward,
17852,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Edakkai Ward,
17853,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Kolacheri Paramba Ward,
17854,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kolacheri,Pattayam Ward,
17855,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Karakkodi Ward,
17856,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Kalikkadavu Ward,
17857,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Koonam Ward,
17858,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Vaithala Ward,
17859,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Kurumathoor Ward,
17860,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Chorukkala Ward,
17861,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Pullanjiyod Ward,
17862,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Munderi Ward,
17863,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Vadakkanchery Ward,
17864,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Parad Ward,
17865,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Cheppannool Ward,
17866,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Muyyam Ward,
17867,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Panakkad Ward,
17868,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Chavanapuzha Ward,
17869,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Poomangalam Ward,
17870,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Mazhoor Ward,
17871,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kurumathoor,Panniyoor Ward,
17872,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Pazhassi Ward,
17873,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Koyotumoola Ward,
17874,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Pavannoor Ward,
17875,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Nidukulam Ward,
17876,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Kuttiattoor Ward,
17877,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Vaduvankulam Ward,
17878,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Kuruvottumoola Ward,
17879,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Komakkari Ward,
17880,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Vesala Ward,
17881,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Kattoli Ward,
17882,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Thandapuram Ward,
17883,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Chemmadam Ward,
17884,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Chekkikulam Ward,
17885,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Maniyoor Central Ward,
17886,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Chatukappara Ward,
17887,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Kuttiattur,Porolam Ward,
17888,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Kolantha Ward,
17889,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Adoor Ward,
17890,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Aduvappuram North Ward,
17891,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Aduvappuram South Ward,
17892,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Karimbeel Ward,
17893,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Thalakode East Ward,
17894,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Thalakode West Ward,
17895,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Malappattam East Ward,
17896,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Malappattam West Ward,
17897,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Pookkandam Ward,
17898,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Kovunthala Ward,
17899,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Adichery Ward,
17900,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Malapattam,Malappattam Centre Ward,
17901,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Orappadi Ward,
17902,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Kandakkai Ward,
17903,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Kottayad Ward,
17904,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Iruvappuzha Nambram Ward,
17905,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Peruvanghoor Ward,
17906,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Velam Ward,
17907,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Mayyil Ward,
17908,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Valliyottu Ward,
17909,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Thayampoyil Ward,
17910,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Niranthode Ward,
17911,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Arayidathuchira Ward,
17912,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Cherupazhassi Ward,
17913,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Perumachery Ward,
17914,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Mecheri Ward,
17915,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Kayaralam Ward,
17916,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Naniyoor Nambram Ward,
17917,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Arimbra Ward,
17918,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Mayyil,Mullakkodi Ward,
17919,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Karuvanchal Ward,
17920,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Kaniyanchal Ward,
17921,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Vellad Ward,
17922,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Ashankaval Ward,
17923,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Pattakalam Ward,
17924,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Pathanpara Ward,
17925,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Pottanplavu Ward,
17926,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Kanakakunnu Ward,
17927,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Kaithalam Ward,
17928,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Pulikurumba Ward,
17929,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Venkunnu Ward,
17930,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Mandalam Ward,
17931,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Kokkai Ward,
17932,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Naduvil Town Ward,
17933,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Pothukundu Ward,
17934,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Arakkalthazhe Ward,
17935,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Naduvil Padinjaru Ward,
17936,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Vilakkannur Ward,
17937,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Naduvil,Vayattuparamba Ward,
17938,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Vayad Ward,
17939,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Thiruvattoor Ward,
17940,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Pacheni Ward,
17941,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Cheriyoor Ward,
17942,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Kanhirangad Ward,
17943,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Thalora Ward,
17944,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Mavicheri Ward,
17945,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Panangattoor Ward,
17946,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Kuttiyeri Ward,
17947,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Vellavu Ward,
17948,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Kuppam Ward,
17949,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Mukkunnu Ward,
17950,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Iringal Ward,
17951,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Chithappile Poyil Ward,
17952,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Pariyaram Center Ward,
17953,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Embett Ward,
17954,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Mudikkanam Ward,
17955,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pariyaram,Ammanappara Ward,
17956,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Muthukuda Ward,
17957,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Kavunkal Ward,
17958,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Manukkara Ward,
17959,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Mangalasseri Ward,
17960,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Muriyathode Ward,
17961,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Parappool Ward,
17962,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Vellikkeel Ward,
17963,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Ariyil Ward,
17964,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Mullool Ward,
17965,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Koothatt Ward,
17966,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Kunnaru Ward,
17967,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Padinharechal Ward,
17968,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Pattuvam,Velichankeel Ward,
17969,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Adampara Ward,
17970,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Kanhirakolly Ward,
17971,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Santhinagar Ward,
17972,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Chandanakampara Ward,
17973,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Chathurampuzha Ward,
17974,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Paisakari Ward,
17975,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Kunhiparambu Ward,
17976,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Chamakkal Ward,
17977,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Chamathachal Ward,
17978,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Kandakasseri Ward,
17979,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Ponnumparambu Ward,
17980,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Payyavoor Ward,
17981,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Vembuva Ward,
17982,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Vannayikadavu Ward,
17983,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Eattupara Ward,
17984,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Payyavoor,Vanchiyam Ward,
17985,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Muthusseri Ward,
17986,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Thalippara Ward,
17987,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Udayagiri Ward,
17988,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Arivilanjapoyil Ward,
17989,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Pullari Ward,
17990,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Ladak Ward,
17991,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Mampoyil Ward,
17992,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Vayikamba Ward,
17993,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Cheekkad Ward,
17994,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Moorikadavu Ward,
17995,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Manakadavu Ward,
17996,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Mukkada Ward,
17997,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Karthikapuram Ward,
17998,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Eruthamada Ward,
17999,Kerala,Northern,Kannur,Thaliparamba,Panchayath,Udayagiri,Poovanchal Ward,
18000,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Mudappathur Ward,
18001,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Vattoli Ward,
18002,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Edumba Ward,
18003,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Modoli Ward,
18004,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Thodeekkalam Ward,
18005,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Poozhiyode Ward,
18006,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Kannavam Ward,
18007,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Poovathinkeezhil Ward,
18008,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Chittariparamba Ward,
18009,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Mannanthara Ward,
18010,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Areekkara Ward,
18011,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Nhalil Ward,
18012,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Vannathimoola Ward,
18013,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Manantheri Ward,
18014,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chittariparamba,Ambayakadu Ward,
18015,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Nidumbram Ward,
18016,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Nidumbram Vaylil Peedika Ward,
18017,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Registrar Office Ward,
18018,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Marankandi Ward,
18019,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Andipeedika Ward,
18020,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Kurunthalipeedika Ward,
18021,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Kuttiyilpeedika Ward,
18022,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Mekkunnu Ward,
18023,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Kanhirathin Keezhil Ward,
18024,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Mathipparamba Ward,
18025,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Narayanan Paramba Ward,
18026,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Olavilam Ward,
18027,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Mekkaraveetil Thazha Ward,
18028,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Kaviyyor East Ward,
18029,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Kaviyyor Ward,
18030,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Chokli Town Ward,
18031,Kerala,Northern,Kannur,Thalasseri,Panchayath,Chokli,Nidumbram Illath Peedika Ward,
18032,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Melur Padinjaru Ward,
18033,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Melur Kizhakku Ward,
18034,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Gumttimukku Ward,
18035,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Industrial Estate Ward,
18036,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Karadiyil Ward,
18037,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Andaloor Ward,
18038,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Chirakkuni Kizhakku Ward,
18039,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Kairali Ward,
18040,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Colony Kizhakke Palayad Ward,
18041,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Ozhayil Bhagam Ward,
18042,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Pareekadavu Ward,
18043,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Swamikkunnu Ward,
18044,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Chathodam Ward,
18045,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Cheeroth Ward,
18046,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Eathamani Ward,
18047,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Vellozhukku Ward,
18048,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Narivayal Ward,
18049,Kerala,Northern,Kannur,Thalasseri,Panchayath,Dharmadam,Adivayal Ward,
18050,Kerala,Northern,Kannur,Thalasseri,Panchayath,Eranholi,Kaliyil Ward,
